Exemplar_Size,Method,Task 1,Task 2,Task 3,Task 4,Task 5
100,Random,0.9965014215783098,0.48495682373745946,0.36605693129785244,0.29752308940580485,0.24586727863836294
394,Random,0.9963431007037955,0.5664712036659161,0.4210152032077791,0.3398691315831545,0.2889309619430101
1550,Random,0.9964576309351288,0.5884610633386959,0.4476986022230907,0.37195122774764006,0.32833428953910876
6100,Random,0.9967445299656443,0.5905934144071266,0.4751047033033765,0.38686730426660226,0.32877796901893286
215,Random,0.9967303295575024,0.5359781965273476,0.4068605703390402,0.3278462063017426,0.2725989672977624
100,EWC_Replay,0.9970140885840242,0.5066198640264592,0.36993238692473757,0.2901675497719658,0.23570472365653083
394,EWC_Replay,0.9964621723878029,0.5567655087047062,0.4115735313781222,0.3482636761766388,0.296924842226047
1550,EWC_Replay,0.996730241121657,0.6032283861983884,0.4529171242238002,0.3728504136144035,0.3238133486326257
6100,EWC_Replay,0.99713354603291,0.5948213773520032,0.4729023735922491,0.3851408915478304,0.338994071524192
215,EWC_Replay,0.9967320298317462,0.534610946719566,0.40155004347790707,0.33014616380863526,0.27132530120481924
100,iCaRL,0.9982969985678537,0.5504255848812769,0.3867890628062803,0.3139468159879396,0.26086058519793454
394,iCaRL,0.998463905379245,0.5721558519200796,0.40045207576624087,0.34893228119877684,0.29382673551348243
1550,iCaRL,0.9981934837596551,0.6033727336141487,0.43916720275802545,0.36104483221641553,0.3038439472174411
6100,iCaRL,0.9982277342443683,0.6044839035197195,0.4443998385500056,0.3760427323384199,0.30271179957926936
215,iCaRL,0.9985313633759852,0.5550430316145746,0.4050861495149087,0.33194940198078554,0.2943889845094664
100,LUCIR,0.9988882310667994,0.5551535815473048,0.42254065835444243,0.33894946752321153,0.2802524383247274
394,LUCIR,0.9987303573674452,0.5849278383302388,0.4368995087995246,0.3632087663111527,0.3090571811053738
1550,LUCIR,0.9990495065046702,0.6239000529341876,0.462631289544496,0.3835495270058301,0.33041499330655955
6100,LUCIR,0.9989231531396701,0.6230047846031697,0.4717233851625506,0.3863811217138621,0.33164276152227956
215,LUCIR,0.9984304672827948,0.5838568748966269,0.436201614128338,0.35189706440474466,0.2980684643335245
100,VAE_BBox,0.9966920505813665,0.8499002771858452,0.6684356549578798,0.5284700960975741,0.45568942436412313
394,VAE_BBox,0.9966920505813665,0.8499002771858452,0.6684356549578798,0.5284700960975741,0.45568942436412313
1550,VAE_BBox,0.9966920505813665,0.8499002771858452,0.6684356549578798,0.5284700960975741,0.45568942436412313
6100,VAE_BBox,0.9966920505813665,0.8499002771858452,0.6684356549578798,0.5284700960975741,0.45568942436412313
215,VAE_BBox,0.9966920505813665,0.8499002771858452,0.6684356549578798,0.5284700960975741,0.45568942436412313
100,VAE_Filter,0.9971018883952701,0.8485633065880711,0.650377765910122,0.52309787839337,0.4499215911264104
394,VAE_Filter,0.9971018883952701,0.8485633065880711,0.650377765910122,0.52309787839337,0.4499215911264104
1550,VAE_Filter,0.9971018883952701,0.8485633065880711,0.650377765910122,0.52309787839337,0.4499215911264104
6100,VAE_Filter,0.9971018883952701,0.8485633065880711,0.650377765910122,0.52309787839337,0.4499215911264104
215,VAE_Filter,0.9971018883952701,0.8485633065880711,0.650377765910122,0.52309787839337,0.4499215911264104
100,VAE_GMM,0.9967604230841561,0.9242170306648784,0.697113339169501,0.511703013392422,0.43357047236565305
394,VAE_GMM,0.9967604230841561,0.9242170306648784,0.697113339169501,0.511703013392422,0.43357047236565305
1550,VAE_GMM,0.9967604230841561,0.9242170306648784,0.697113339169501,0.511703013392422,0.43357047236565305
6100,VAE_GMM,0.9967604230841561,0.9242170306648784,0.697113339169501,0.511703013392422,0.43357047236565305
215,VAE_GMM,0.9967604230841561,0.9242170306648784,0.697113339169501,0.511703013392422,0.43357047236565305
