Exemplar_Size,Method,Task 2,Task 3,Task 4,Task 5
100,Random,0.9989266864783741,0.9992457462627784,0.9991591871764464,0.9995780192774382
394,Random,0.9969389880938223,0.9967189011829022,0.9963674916712261,0.9974518557349422
1550,Random,0.9945012824519271,0.9919425879176261,0.9925167052253328,0.9942191188981497
6100,Random,0.9950337998878566,0.9910212405164128,0.9898905889980907,0.9925747084600359
215,Random,0.9980260256662065,0.9983581107147733,0.9974818134343801,0.9987283878903981
100,EWC_Replay,0.9992460472941942,0.9992324948554678,0.9995333904871292,0.9996170090384738
394,EWC_Replay,0.9968447281040702,0.9970098338004934,0.9968512697554114,0.9972725680694745
1550,EWC_Replay,0.994082461357828,0.9925365287314041,0.9915453762273262,0.9942533336495849
6100,EWC_Replay,0.9947406010598525,0.9908918965654544,0.990263816370373,0.9919887801224987
215,EWC_Replay,0.9977990525040198,0.998394921546367,0.9980369066382663,0.9986437778317673
100,iCaRL,0.9982865604552494,0.9915061998975419,0.9973476869337442,0.9984481207993133
394,iCaRL,0.9967985441636117,0.9963514382651668,0.9930273605166137,0.996628847837566
1550,iCaRL,0.9949576153981528,0.9840716299079363,0.9884292317784309,0.9964373282675596
6100,iCaRL,0.994638520841702,0.9921260052787513,0.9877791246586096,0.9964527405283773
215,iCaRL,0.9982978866093734,0.9961284572455489,0.995125124473378,0.9954309203574866
100,LUCIR,0.9992012001955853,0.999224422696312,0.9998451267714241,0.9996297395237443
394,LUCIR,0.9986710709061639,0.9993005022842087,0.9987021721284672,0.9994853860329983
1550,LUCIR,0.996639800399242,0.9971594999279717,0.9972034307309473,0.9978466879794937
6100,LUCIR,0.9971358511915458,0.9929467653290249,0.9963936357185186,0.9964768564289286
215,LUCIR,0.999233376931706,0.999397612366322,0.9994923623654711,0.9994661696797508
100,VAE_BBox,1.0,0.9999789695057834,0.9999744572158366,0.9999803343166175
394,VAE_BBox,1.0,0.9999789695057834,0.9999744572158366,0.9999803343166175
1550,VAE_BBox,1.0,0.9999789695057834,0.9999744572158366,0.9999803343166175
6100,VAE_BBox,1.0,0.9999789695057834,0.9999744572158366,0.9999803343166175
215,VAE_BBox,1.0,0.9999789695057834,0.9999744572158366,0.9999803343166175
100,VAE_Filter,0.9999789695057834,1.0,0.999954791532454,0.9999803343166175
394,VAE_Filter,0.9999789695057834,1.0,0.999954791532454,0.9999803343166175
1550,VAE_Filter,0.9999789695057834,1.0,0.999954791532454,0.9999803343166175
6100,VAE_Filter,0.9999789695057834,1.0,0.999954791532454,0.9999803343166175
215,VAE_Filter,0.9999789695057834,1.0,0.999954791532454,0.9999803343166175
100,VAE_GMM,1.0,0.9999789695057834,0.9999359937990909,0.9999146693500047
394,VAE_GMM,1.0,0.9999789695057834,0.9999359937990909,0.9999146693500047
1550,VAE_GMM,1.0,0.9999789695057834,0.9999359937990909,0.9999146693500047
6100,VAE_GMM,1.0,0.9999789695057834,0.9999359937990909,0.9999146693500047
215,VAE_GMM,1.0,0.9999789695057834,0.9999359937990909,0.9999146693500047
