Exemplar_Size,Method,Task 2,Task 3,Task 4
100,Random,0.17088076685019618,0.10172882166354397,0.0722310329171076
390,Random,0.23575065955794167,0.14776977509095826,0.11092783414666323
1520,Random,0.27798303473941,0.1843823163324429,0.14649270026368189
5928,Random,0.30764091801762755,0.2050195646189123,0.16583961468557287
175,Random,0.200052429816047,0.1112428304062276,0.08706276777476446
100,EWC_Replay,0.15749942530384128,0.10184930090729744,0.07262200521408352
390,EWC_Replay,0.25017181423901064,0.1401973455183566,0.11183623952189495
1520,EWC_Replay,0.287798907776031,0.184258248437215,0.14781227932771748
5928,EWC_Replay,0.2979534039085988,0.20127758602932305,0.17277875727214545
175,EWC_Replay,0.19791006790702964,0.10750924468354864,0.08972322129691422
100,iCaRL,0.27733993704641124,0.1501725849478526,0.11270709214005038
390,iCaRL,0.28736090592766866,0.18619286257329934,0.16344958576216698
1520,iCaRL,0.3285696714860565,0.2097215296847818,0.1714102966953163
5928,iCaRL,0.2956205379842623,0.19396185064517843,0.17044137066219497
175,iCaRL,0.2845823967571795,0.16671738854506807,0.14567240020220396
100,LUCIR,0.25402505762873034,0.14183757791656695,0.12039502991784001
390,LUCIR,0.30119846175312875,0.16803668271695582,0.1501649362410739
1520,LUCIR,0.3235620173348935,0.2254790542301153,0.16532297841663393
5928,LUCIR,0.3246040484831082,0.2210243320600184,0.17874350553848553
175,LUCIR,0.245260052979122,0.14954147205763738,0.1281833879358471
100,VAE_BBox,0.7767018688340215,0.3494701070952864,0.2584211424255479
390,VAE_BBox,0.7767018688340215,0.3494701070952864,0.2584211424255479
1520,VAE_BBox,0.7767018688340215,0.3494701070952864,0.2584211424255479
5928,VAE_BBox,0.7767018688340215,0.3494701070952864,0.2584211424255479
175,VAE_BBox,0.7767018688340215,0.3494701070952864,0.2584211424255479
100,VAE_Filter,0.7825756630077648,0.35870739329129914,0.24794121733853877
390,VAE_Filter,0.7825756630077648,0.35870739329129914,0.24794121733853877
1520,VAE_Filter,0.7825756630077648,0.35870739329129914,0.24794121733853877
5928,VAE_Filter,0.7825756630077648,0.35870739329129914,0.24794121733853877
175,VAE_Filter,0.7825756630077648,0.35870739329129914,0.24794121733853877
100,VAE_GMM,0.8523487351306325,0.45365862999858125,0.2944289501906335
390,VAE_GMM,0.8523487351306325,0.45365862999858125,0.2944289501906335
1520,VAE_GMM,0.8523487351306325,0.45365862999858125,0.2944289501906335
5928,VAE_GMM,0.8523487351306325,0.45365862999858125,0.2944289501906335
175,VAE_GMM,0.8523487351306325,0.45365862999858125,0.2944289501906335
