Exemplar_Size,Method,Task 2,Task 3,Task 4
100,Random,0.9991518564843116,0.9991038030923289,0.9995984913058822
390,Random,0.9938868685244961,0.9931071197129936,0.9973422018577424
1520,Random,0.9916899770095845,0.9892366683855903,0.9949570246528936
5928,Random,0.9907856214967743,0.9882776379661116,0.9933226005581922
175,Random,0.9979553481319022,0.9978089805768894,0.9986356799798382
100,EWC_Replay,0.9990956782817495,0.9991405848903611,0.9995065634446924
390,EWC_Replay,0.9936970828641588,0.9923575569363859,0.9978597374634706
1520,EWC_Replay,0.9923586692560479,0.9902210797698543,0.9957442653544519
5928,EWC_Replay,0.9909608603087993,0.9901732963943587,0.9951069680252577
175,EWC_Replay,0.9976722184312691,0.9979573074837512,0.998922389368994
100,iCaRL,0.9820243541877914,0.9923543362740735,0.9987430308348672
390,iCaRL,0.9759482213346465,0.9821238368923092,0.9952794471964791
1520,iCaRL,0.9845589556372035,0.9862861524903601,0.9944749010451349
5928,iCaRL,0.9871120772627385,0.9785209522737043,0.995733230551096
175,iCaRL,0.9730534566564101,0.9909777119881876,0.9970056654187882
100,LUCIR,0.9988950313202284,0.9996155572487803,0.9996292758369724
390,LUCIR,0.997040610294176,0.9982825785332766,0.999273352790898
1520,LUCIR,0.9961813773528339,0.9957873324094259,0.9981026680277946
5928,LUCIR,0.9889936036714684,0.991600867530098,0.9967048158334068
175,LUCIR,0.9994130090900989,0.9994908301745444,0.9995791299052372
100,VAE_BBox,0.9998314861117632,0.9999791666666666,0.9999293439109107
390,VAE_BBox,0.9998314861117632,0.9999791666666666,0.9999293439109107
1520,VAE_BBox,0.9998314861117632,0.9999791666666666,0.9999293439109107
5928,VAE_BBox,0.9998314861117632,0.9999791666666666,0.9999293439109107
175,VAE_BBox,0.9998314861117632,0.9999791666666666,0.9999293439109107
100,VAE_Filter,0.999907482078853,0.9997245995250909,0.9999761051373955
390,VAE_Filter,0.999907482078853,0.9997245995250909,0.9999761051373955
1520,VAE_Filter,0.999907482078853,0.9997245995250909,0.9999761051373955
5928,VAE_Filter,0.999907482078853,0.9997245995250909,0.9999761051373955
175,VAE_Filter,0.999907482078853,0.9997245995250909,0.9999761051373955
100,VAE_GMM,0.9996995111891778,0.9998313542783764,0.9996330769614709
390,VAE_GMM,0.9996995111891778,0.9998313542783764,0.9996330769614709
1520,VAE_GMM,0.9996995111891778,0.9998313542783764,0.9996330769614709
5928,VAE_GMM,0.9996995111891778,0.9998313542783764,0.9996330769614709
175,VAE_GMM,0.9996995111891778,0.9998313542783764,0.9996330769614709
