Exemplar_Size,Method,Task 1,Task 2,Task 3,Task 4
100,Random,0.9948569690778296,0.3668820449258296,0.2746317535639186,0.22942311478637523
390,Random,0.995144888524874,0.4153968972241759,0.3111788115784397,0.2612049616066154
1520,Random,0.9957916674276945,0.4472102032095314,0.3396057437651752,0.2902067336089781
5928,Random,0.9950934745283837,0.4689295231913024,0.35581272217688836,0.30630439062807635
175,Random,0.9954359643521319,0.3887945767672132,0.28218219345967804,0.2416459933057688
100,EWC_Replay,0.9954695674372744,0.35646998150959314,0.27464068751768866,0.22976570190982468
390,EWC_Replay,0.9955949929411189,0.42583857515989626,0.3044856287250549,0.2622839141563299
1520,EWC_Replay,0.9956717830712598,0.4545801551951858,0.33954914509941503,0.2916164599330576
5928,EWC_Replay,0.9957240177389066,0.46167403555546843,0.3534312567326845,0.3123410120102382
175,EWC_Replay,0.9957034510098243,0.3867672337009731,0.2791005139644787,0.2440322898208308
100,iCaRL,0.9985582891422449,0.44464133053849597,0.3121942240345644,0.2627210080724552
390,iCaRL,0.9987724792431589,0.45018194044057214,0.3397798654228384,0.3045087615672376
1520,iCaRL,0.9984423742353842,0.4837200816400969,0.35924786353995325,0.3110179169127781
5928,iCaRL,0.9987204847827696,0.4595139033172704,0.3453872985824758,0.3104508761567237
175,iCaRL,0.9981891919940561,0.44879143798062077,0.3252983701627569,0.2900925379011616
100,LUCIR,0.9987508383540209,0.43010140393818747,0.30662846776093633,0.26953337271116357
390,LUCIR,0.998519528622387,0.46599585696124446,0.3275157590938949,0.29428627682614683
1520,LUCIR,0.9985983468231149,0.4834177019119668,0.37389523517369366,0.3066706044496948
5928,LUCIR,0.998430450732292,0.4831464948166238,0.36963785397898297,0.3176176412679661
175,LUCIR,0.9983726779856082,0.4240734863662199,0.3124217056072117,0.27581807442409917
100,VAE_BBox,0.9958857429136864,0.8297124613597135,0.4746135799241332,0.38496948218153176
390,VAE_BBox,0.9958857429136864,0.8297124613597135,0.4746135799241332,0.38496948218153176
1520,VAE_BBox,0.9958857429136864,0.8297124613597135,0.4746135799241332,0.38496948218153176
5928,VAE_BBox,0.9958857429136864,0.8297124613597135,0.4746135799241332,0.38496948218153176
175,VAE_BBox,0.9958857429136864,0.8297124613597135,0.4746135799241332,0.38496948218153176
100,VAE_Filter,0.9955347697691445,0.833594177068403,0.4827491162728338,0.3763378617838157
390,VAE_Filter,0.9955347697691445,0.833594177068403,0.4827491162728338,0.3763378617838157
1520,VAE_Filter,0.9955347697691445,0.833594177068403,0.4827491162728338,0.3763378617838157
5928,VAE_Filter,0.9955347697691445,0.833594177068403,0.4827491162728338,0.3763378617838157
175,VAE_Filter,0.9955347697691445,0.833594177068403,0.4827491162728338,0.3763378617838157
100,VAE_GMM,0.9960007395960485,0.8876367516784686,0.5582110983706444,0.41463673951565266
390,VAE_GMM,0.9960007395960485,0.8876367516784686,0.5582110983706444,0.41463673951565266
1520,VAE_GMM,0.9960007395960485,0.8876367516784686,0.5582110983706444,0.41463673951565266
5928,VAE_GMM,0.9960007395960485,0.8876367516784686,0.5582110983706444,0.41463673951565266
175,VAE_GMM,0.9960007395960485,0.8876367516784686,0.5582110983706444,0.41463673951565266
