Exemplar_Size,Method,Task 2,Task 3
100,Random,0.13800478631618537,0.10011333588236618
235,Random,0.21583958348384105,0.15354281895022565
554,Random,0.2726737381221148,0.15692145801575724
1303,Random,0.2024725924100358,0.17727600572675942
135,Random,0.18237101649533377,0.11588417471944808
100,EWC_Replay,0.1466108565196543,0.10689811738643724
235,EWC_Replay,0.2299728768109153,0.15698316284115127
554,EWC_Replay,0.25328022073672307,0.14771563372722327
1303,EWC_Replay,0.22821386336617758,0.16670266355360142
135,EWC_Replay,0.18141865021280015,0.12713960096408908
100,iCaRL,0.28297420134559126,0.17759086598785473
235,iCaRL,0.30233556483764273,0.14879058292666614
554,iCaRL,0.28611835141069525,0.17162215015097934
1303,iCaRL,0.29577068667630196,0.1478281758050854
135,iCaRL,0.31285895938537656,0.16068998015736116
100,LUCIR,0.3479211056488297,0.19360866391078355
235,LUCIR,0.39639679928400995,0.20331126062741017
554,LUCIR,0.37856397683430654,0.20906727825959276
1303,LUCIR,0.37949530455216707,0.23951751428432275
135,LUCIR,0.3815366355520254,0.22028971960338808
100,VAE_BBox,0.5623595371790767,0.3311832414575887
235,VAE_BBox,0.5623595371790767,0.3311832414575887
554,VAE_BBox,0.5623595371790767,0.3311832414575887
1303,VAE_BBox,0.5623595371790767,0.3311832414575887
135,VAE_BBox,0.5623595371790767,0.3311832414575887
100,VAE_Filter,0.5598001949845665,0.3390644528559933
235,VAE_Filter,0.5598001949845665,0.3390644528559933
554,VAE_Filter,0.5598001949845665,0.3390644528559933
1303,VAE_Filter,0.5598001949845665,0.3390644528559933
135,VAE_Filter,0.5598001949845665,0.3390644528559933
100,VAE_GMM,0.7071531896260268,0.49975859552422264
235,VAE_GMM,0.7071531896260268,0.49975859552422264
554,VAE_GMM,0.7071531896260268,0.49975859552422264
1303,VAE_GMM,0.7071531896260268,0.49975859552422264
135,VAE_GMM,0.7071531896260268,0.49975859552422264
