Exemplar_Size,Method,Task 1,Task 2,Task 3
100,Random,0.9959896271051382,0.4619744267677776,0.24276038590273666
390,Random,0.9956173786715933,0.474061451962484,0.2817877534947824
1520,Random,0.9953385068722574,0.5029714602247916,0.3006457964166174
5928,Random,0.9956447754464913,0.5211442986698562,0.32006694231147853
135,Random,0.9958943259914539,0.4608681933843088,0.25283323488875753
100,EWC_Replay,0.9955542514932532,0.4578842070514729,0.23413270328804878
390,EWC_Replay,0.9955595927601618,0.47543888666113426,0.2812404016538688
1520,EWC_Replay,0.995703968671158,0.5115691719052209,0.30556408741878316
5928,EWC_Replay,0.9957917230195418,0.5092432902070125,0.3289584563890529
135,EWC_Replay,0.9955710320429341,0.4777925913910524,0.25262059460523717
100,iCaRL,0.9985657831282759,0.4924740012184431,0.30906871431384125
390,iCaRL,0.998412618269857,0.5013993057301912,0.31720417405000984
1520,iCaRL,0.9982239536058383,0.5278991260410841,0.31931482575310094
5928,iCaRL,0.9983716905176249,0.5164813567618325,0.30716282732821415
135,iCaRL,0.9984965226079637,0.5022089214876685,0.2938570584760779
100,LUCIR,0.9972311009387543,0.5199874762128883,0.28517030911596764
390,LUCIR,0.9983835856774242,0.52943721735889,0.30533175822012204
1520,LUCIR,0.9988153221812354,0.5325683058123382,0.31374680055128956
5928,LUCIR,0.9985228500638627,0.5467257616040445,0.32850954912384317
135,LUCIR,0.9983184539377125,0.5163942376272177,0.2863752707225832
100,VAE_BBox,0.995648923366758,0.8488035837186648,0.566776924591455
390,VAE_BBox,0.995648923366758,0.8488035837186648,0.566776924591455
1520,VAE_BBox,0.995648923366758,0.8488035837186648,0.566776924591455
5928,VAE_BBox,0.995648923366758,0.8488035837186648,0.566776924591455
135,VAE_BBox,0.995648923366758,0.8488035837186648,0.566776924591455
100,VAE_Filter,0.995437068065916,0.8401857360973009,0.5552746603662139
390,VAE_Filter,0.995437068065916,0.8401857360973009,0.5552746603662139
1520,VAE_Filter,0.995437068065916,0.8401857360973009,0.5552746603662139
5928,VAE_Filter,0.995437068065916,0.8401857360973009,0.5552746603662139
135,VAE_Filter,0.995437068065916,0.8401857360973009,0.5552746603662139
100,VAE_GMM,0.995341989936142,0.9034773669596631,0.5833589289230164
390,VAE_GMM,0.995341989936142,0.9034773669596631,0.5833589289230164
1520,VAE_GMM,0.995341989936142,0.9034773669596631,0.5833589289230164
5928,VAE_GMM,0.995341989936142,0.9034773669596631,0.5833589289230164
135,VAE_GMM,0.995341989936142,0.9034773669596631,0.5833589289230164
