Exemplar_Size,Task 1,Task 2,Task 3,Task 4,Task 5,Method
100,0.9704301075268816,0.263803680981595,0.3433098591549295,0.3239644970414201,0.2509752925877763,EWC_Replay
100,0.9823943661971832,0.7145922746781116,0.481216457960644,0.3706505295007564,0.3875162548764629,EWC_Replay
100,0.9656357388316152,0.6507936507936508,0.2989690721649484,0.2536231884057971,0.2093628088426528,EWC_Replay
100,0.9814814814814816,0.7125890736342043,0.5717054263565892,0.1394957983193277,0.2327698309492847,EWC_Replay
100,0.9523809523809524,0.6822916666666666,0.298780487804878,0.2974789915966386,0.2249674902470741,EWC_Replay
100,0.875886524822695,0.4780701754385965,0.3173758865248227,0.424287856071964,0.517555266579974,EWC_Replay
100,0.9758620689655172,0.4321608040201005,0.382,0.3445378151260504,0.223667100130039,EWC_Replay
100,0.9778393351800554,0.6466431095406361,0.3812405446293495,0.3912466843501326,0.1248374512353706,EWC_Replay
100,0.9850746268656716,0.7244258872651357,0.3606271777003484,0.4272863568215892,0.2990897269180754,EWC_Replay
100,0.9788732394366196,0.5849462365591398,0.3769633507853403,0.4084084084084084,0.2964889466840052,EWC_Replay
100,0.9630606860158312,0.7420718816067653,0.4611307420494699,0.4154302670623145,0.2509752925877763,EWC_Replay
100,0.9027027027027028,0.6105476673427992,0.3680672268907563,0.21513353115727,0.3133940182054616,EWC_Replay
100,0.9745454545454544,0.6691176470588235,0.4539877300613497,0.1484257871064467,0.3524057217165149,EWC_Replay
100,0.9482758620689656,0.4151696606786427,0.2151162790697674,0.1596638655462184,0.2249674902470741,EWC_Replay
100,0.9734513274336284,0.6525252525252525,0.3707482993197279,0.2353823088455772,0.2483745123537061,EWC_Replay
100,0.967654986522911,0.4417177914110429,0.3316151202749141,0.2985507246376812,0.3120936280884265,EWC_Replay
100,0.907514450867052,0.6762589928057554,0.2119089316987741,0.4243323442136498,0.4226267880364109,EWC_Replay
100,0.8861788617886179,0.4820143884892086,0.5963581183611533,0.2480106100795756,0.1287386215864759,EWC_Replay
100,0.9802631578947368,0.5314009661835749,0.3732251521298174,0.3512605042016806,0.2288686605981794,EWC_Replay
100,0.9655172413793104,0.6298342541436464,0.4193548387096774,0.2571860816944024,0.2834850455136541,EWC_Replay
100,0.9801980198019802,0.72,0.5699797160243407,0.2593703148425787,0.3433029908972692,EWC_Replay
100,0.9690721649484536,0.601593625498008,0.5378151260504201,0.3753709198813056,0.2535760728218466,EWC_Replay
100,0.9649595687331536,0.5182795698924731,0.3556338028169014,0.2859304084720121,0.1469440832249675,EWC_Replay
100,0.9814814814814816,0.5711340206185567,0.3617021276595745,0.4527736131934033,0.3745123537061118,EWC_Replay
100,0.9734513274336284,0.5748792270531401,0.2738336713995943,0.292436974789916,0.2249674902470741,EWC_Replay
100,0.9782608695652174,0.5413533834586466,0.3141361256544502,0.2470414201183432,0.2691807542262678,EWC_Replay
100,0.9666666666666668,0.7494780793319415,0.2616487455197133,0.2904689863842662,0.4109232769830949,EWC_Replay
100,0.9823943661971832,0.5030927835051546,0.3299319727891156,0.2938530734632684,0.4044213263979194,EWC_Replay
100,0.9656992084432716,0.4882032667876588,0.2959028831562974,0.2240356083086053,0.2847854356306892,EWC_Replay
100,0.9577464788732394,0.7532188841201717,0.5957066189624329,0.4296520423600605,0.4018205461638491,EWC_Replay
300,0.9758064516129032,0.7689161554192229,0.4700704225352112,0.4659763313609467,0.4512353706111833,EWC_Replay
300,0.9788732394366196,0.5600858369098712,0.5456171735241503,0.4780635400907715,0.5136540962288687,EWC_Replay
300,0.9690721649484536,0.6684303350970018,0.3092783505154639,0.3115942028985507,0.2184655396618985,EWC_Replay
300,0.9861111111111112,0.665083135391924,0.5852713178294574,0.2218487394957983,0.2249674902470741,EWC_Replay
300,0.9571428571428572,0.7005208333333334,0.4979674796747967,0.253781512605042,0.2288686605981794,EWC_Replay
300,0.8120567375886525,0.6951754385964912,0.5106382978723404,0.4377811094452773,0.2782834850455136,EWC_Replay
300,0.9793103448275862,0.3743718592964824,0.32,0.4487394957983193,0.3237971391417425,EWC_Replay
300,0.9722991689750692,0.7120141342756183,0.556732223903177,0.4641909814323607,0.3120936280884265,EWC_Replay
300,0.9888059701492538,0.592901878914405,0.3414634146341463,0.3028485757121439,0.3628088426527958,EWC_Replay
300,0.9788732394366196,0.5849462365591398,0.5322862129144852,0.515015015015015,0.3732119635890767,EWC_Replay
300,0.9709762532981532,0.7653276955602537,0.6554770318021201,0.4243323442136498,0.2873862158647594,EWC_Replay
300,0.8918918918918919,0.7058823529411765,0.4873949579831932,0.2982195845697329,0.3107932379713914,EWC_Replay
300,0.9745454545454544,0.6746323529411765,0.5444785276073619,0.424287856071964,0.3758127438231469,EWC_Replay
300,0.9551724137931036,0.4191616766467065,0.2674418604651162,0.2403361344537815,0.223667100130039,EWC_Replay
300,0.9734513274336284,0.7434343434343434,0.4914965986394558,0.3463268365817091,0.2262678803641092,EWC_Replay
300,0.9757412398921832,0.3292433537832311,0.3281786941580756,0.2985507246376812,0.2535760728218466,EWC_Replay
300,0.916184971098266,0.6510791366906474,0.3765323992994746,0.400593471810089,0.3107932379713914,EWC_Replay
300,0.8780487804878049,0.4802158273381295,0.5280728376327769,0.4310344827586206,0.247074122236671,EWC_Replay
300,0.9769736842105264,0.6545893719806763,0.3529411764705882,0.2705882352941176,0.3107932379713914,EWC_Replay
300,0.9551724137931036,0.6243093922651933,0.3709677419354839,0.3494704992435703,0.4343302990897269,EWC_Replay
300,0.99009900990099,0.745,0.5496957403651116,0.2578710644677661,0.3315994798439531,EWC_Replay
300,0.9690721649484536,0.7689243027888446,0.6436974789915967,0.3353115727002967,0.3680104031209363,EWC_Replay
300,0.9568733153638814,0.4924731182795699,0.3556338028169014,0.4024205748865355,0.3342002600780234,EWC_Replay
300,0.9814814814814816,0.5360824742268041,0.2872340425531915,0.2953523238380809,0.4057217165149545,EWC_Replay
300,0.9734513274336284,0.8454106280193237,0.2636916835699797,0.3176470588235294,0.2327698309492847,EWC_Replay
300,0.9746376811594204,0.4962406015037593,0.3246073298429319,0.3565088757396449,0.3602080624187256,EWC_Replay
300,0.9714285714285714,0.6388308977035491,0.2867383512544803,0.3343419062027231,0.4265279583875163,EWC_Replay
300,0.9823943661971832,0.5175257731958763,0.3248299319727891,0.4152923538230884,0.4317295188556567,EWC_Replay
300,0.9656992084432716,0.6406533575317604,0.4871016691957511,0.3412462908011869,0.3420026007802341,EWC_Replay
300,0.9624413145539906,0.7467811158798283,0.5062611806797853,0.4583963691376702,0.3420026007802341,EWC_Replay
898,0.9758064516129032,0.3926380368098159,0.3080985915492957,0.3269230769230769,0.4083224967490247,EWC_Replay
898,0.9788732394366196,0.7188841201716738,0.6189624329159212,0.3993948562783661,0.5084525357607282,EWC_Replay
898,0.972508591065292,0.6243386243386243,0.1941580756013745,0.2956521739130435,0.3368010403120936,EWC_Replay
898,0.9814814814814816,0.9073634204275536,0.562015503875969,0.2689075630252101,0.2262678803641092,EWC_Replay
898,0.9523809523809524,0.71875,0.282520325203252,0.3193277310924369,0.3602080624187256,EWC_Replay
898,0.8900709219858156,0.5679824561403509,0.351063829787234,0.3388305847076461,0.5201560468140443,EWC_Replay
898,0.9724137931034482,0.6683417085427136,0.464,0.4016806722689076,0.2067620286085826,EWC_Replay
898,0.9778393351800554,0.6342756183745583,0.4266263237518911,0.4708222811671088,0.2821846553966189,EWC_Replay
898,0.9850746268656716,0.7077244258872651,0.519163763066202,0.5502248875562219,0.4369310793237971,EWC_Replay
898,0.9859154929577464,0.546236559139785,0.5584642233856894,0.524024024024024,0.3927178153446033,EWC_Replay
898,0.9630606860158312,0.5771670190274841,0.5971731448763251,0.4035608308605341,0.3966189856957087,EWC_Replay
898,0.845945945945946,0.4401622718052738,0.4907563025210084,0.2908011869436201,0.3315994798439531,EWC_Replay
898,0.9781818181818182,0.6966911764705882,0.4861963190184049,0.2863568215892054,0.3328998699609883,EWC_Replay
898,0.9551724137931036,0.6067864271457086,0.5813953488372093,0.4352941176470588,0.2743823146944083,EWC_Replay
898,0.9646017699115044,0.5454545454545454,0.5017006802721088,0.2458770614692653,0.3146944083224967,EWC_Replay
898,0.9568733153638814,0.6196319018404908,0.4982817869415807,0.4202898550724637,0.3511053315994798,EWC_Replay
898,0.9046242774566474,0.7050359712230215,0.2574430823117338,0.3367952522255193,0.2678803641092327,EWC_Replay
898,0.8780487804878049,0.4892086330935252,0.5584218512898331,0.4336870026525199,0.1963589076723016,EWC_Replay
898,0.9736842105263158,0.5917874396135265,0.22920892494929,0.2638655462184874,0.3563068920676203,EWC_Replay
898,0.9482758620689656,0.6151012891344383,0.3369175627240143,0.3449319213313161,0.2717815344603381,EWC_Replay
898,0.995049504950495,0.635,0.5091277890466531,0.239880059970015,0.2405721716514954,EWC_Replay
898,0.9656357388316152,0.5816733067729084,0.4739495798319327,0.4050445103857567,0.305591677503251,EWC_Replay
898,0.967654986522911,0.6860215053763441,0.3573943661971831,0.4553706505295007,0.3732119635890767,EWC_Replay
898,0.9861111111111112,0.8185567010309278,0.601063829787234,0.4107946026986507,0.3992197659297789,EWC_Replay
898,0.9778761061946902,0.9541062801932368,0.281947261663286,0.3243697478991597,0.2106631989596879,EWC_Replay
898,0.9855072463768116,0.5112781954887218,0.4048865619546248,0.3165680473372781,0.2951885565669701,EWC_Replay
898,0.9523809523809524,0.7139874739039666,0.478494623655914,0.3328290468986384,0.2600780234070221,EWC_Replay
898,0.9788732394366196,0.5711340206185567,0.6632653061224489,0.3523238380809595,0.4499349804941482,EWC_Replay
898,0.9630606860158312,0.6497277676950998,0.4825493171471927,0.2700296735905044,0.3016905071521456,EWC_Replay
898,0.976525821596244,0.5665236051502146,0.220035778175313,0.4145234493192133,0.2158647594278283,EWC_Replay
2692,0.9704301075268816,0.6073619631901841,0.4665492957746479,0.4378698224852071,0.4746423927178153,EWC_Replay
2692,0.9788732394366196,0.6244635193133047,0.3649373881932021,0.367624810892587,0.3029908972691807,EWC_Replay
2692,0.9587628865979382,0.4691358024691358,0.2972508591065292,0.3231884057971014,0.247074122236671,EWC_Replay
2692,0.9814814814814816,0.7244655581947743,0.5872093023255814,0.3563025210084034,0.2808842652795839,EWC_Replay
2692,0.9571428571428572,0.703125,0.491869918699187,0.3815126050420168,0.2093628088426528,EWC_Replay
2692,0.851063829787234,0.7171052631578947,0.351063829787234,0.3313343328335832,0.4187256176853056,EWC_Replay
2692,0.9793103448275862,0.8743718592964824,0.668,0.3411764705882353,0.2379713914174252,EWC_Replay
2692,0.969529085872576,0.4911660777385159,0.4357034795763994,0.3514588859416445,0.2041612483745123,EWC_Replay
2692,0.9888059701492538,0.6096033402922756,0.3118466898954704,0.2683658170914543,0.3342002600780234,EWC_Replay
2692,0.9788732394366196,0.5397849462365591,0.6369982547993019,0.4474474474474474,0.4096228868660598,EWC_Replay
2692,0.9656992084432716,0.5771670190274841,0.4204946996466431,0.2982195845697329,0.4226267880364109,EWC_Replay
2692,0.8945945945945946,0.6085192697768763,0.4974789915966386,0.4243323442136498,0.328998699609883,EWC_Replay
2692,0.9818181818181818,0.6360294117647058,0.4355828220858895,0.2518740629685157,0.3836150845253576,EWC_Replay
2692,0.9586206896551724,0.4071856287425149,0.4263565891472868,0.4588235294117647,0.4213263979193758,EWC_Replay
2692,0.9690265486725664,0.7393939393939394,0.4642857142857143,0.3883058470764617,0.3628088426527958,EWC_Replay
2692,0.9703504043126684,0.5766871165644172,0.4759450171821305,0.4043478260869565,0.3485045513654096,EWC_Replay
2692,0.8641618497109826,0.5863309352517986,0.3992994746059544,0.4643916913946587,0.3563068920676203,EWC_Replay
2692,0.8509485094850948,0.4730215827338129,0.3793626707132018,0.4018567639257294,0.3485045513654096,EWC_Replay
