Exemplar_Size,Method,Task 2,Task 3,Task 4
100,Random,0.1413281234380298,0.14970613671308558,0.1406624740275574
240,Random,0.2434377744285143,0.1564932080739048,0.14793509535637211
575,Random,0.24767784813867152,0.16929255907013538,0.14913673571859593
1378,Random,0.2843085114293231,0.20645423817557618,0.16844114828830706
175,Random,0.2286432938769951,0.16045238704577766,0.131188742663302
100,EWC_Replay,0.1683788870034898,0.1306441064062488,0.11883222470602053
240,EWC_Replay,0.19517686083859817,0.16980319783000863,0.13347155973204852
575,EWC_Replay,0.29719253619898256,0.17278276597619005,0.16004732457369925
1378,EWC_Replay,0.2842291300866672,0.18472295420583518,0.16556929062050268
175,EWC_Replay,0.24291297470447357,0.16828542267083632,0.1284334439974466
100,iCaRL,0.30307637956537753,0.18911894818442226,0.12080875306020618
240,iCaRL,0.28450518844434936,0.1507981347999497,0.14815659336143258
575,iCaRL,0.2984725632434768,0.16226338876077484,0.10410015714726223
1378,iCaRL,0.2876522505573377,0.13396887910583063,0.10412254432048144
175,iCaRL,0.30094076448532486,0.1613716802054556,0.1213650092842729
100,LUCIR,0.35038181547207475,0.16897073265571982,0.15751165858980262
240,LUCIR,0.35352228028424265,0.18035021104465393,0.13989241341619527
575,LUCIR,0.38088884354275954,0.18929733699268808,0.1680509329013723
1378,LUCIR,0.34643403324094385,0.23491304105524555,0.18960366682294924
175,LUCIR,0.3995151663670777,0.20764501234594804,0.16755763254842787
100,VAE_BBox,0.6770256306302497,0.4636971641211091,0.32989610176943723
240,VAE_BBox,0.6770256306302497,0.4636971641211091,0.32989610176943723
575,VAE_BBox,0.6770256306302497,0.4636971641211091,0.32989610176943723
1378,VAE_BBox,0.6770256306302497,0.4636971641211091,0.32989610176943723
175,VAE_BBox,0.6770256306302497,0.4636971641211091,0.32989610176943723
100,VAE_Filter,0.680239557571068,0.46193584367085766,0.33618254916237206
240,VAE_Filter,0.680239557571068,0.46193584367085766,0.33618254916237206
575,VAE_Filter,0.680239557571068,0.46193584367085766,0.33618254916237206
1378,VAE_Filter,0.680239557571068,0.46193584367085766,0.33618254916237206
175,VAE_Filter,0.680239557571068,0.46193584367085766,0.33618254916237206
100,VAE_GMM,0.7485058012017886,0.5543786156830557,0.43245991044273546
240,VAE_GMM,0.7485058012017886,0.5543786156830557,0.43245991044273546
575,VAE_GMM,0.7485058012017886,0.5543786156830557,0.43245991044273546
1378,VAE_GMM,0.7485058012017886,0.5543786156830557,0.43245991044273546
175,VAE_GMM,0.7485058012017886,0.5543786156830557,0.43245991044273546
