Exemplar_Size,Method,Task 2,Task 3,Task 4,Task 5,Task 6
100,Random,0.940925693495353,0.9592147172178133,0.9492434539802961,0.9515177627019733,0.9416738818784374
237,Random,0.9185796132534301,0.9348177002621939,0.9240659736314315,0.9359190135306897,0.926365206001429
562,Random,0.879387874479648,0.9064235489091748,0.9020096168459725,0.9072615950977295,0.8681108520781232
1332,Random,0.8814858166704695,0.9032191499108791,0.8711524447470931,0.86992068724488,0.8133210126155725
255,Random,0.9096906566908778,0.9308661480908274,0.9145914484990115,0.9331750591690884,0.9085006044703082
100,EWC_Replay,0.9353377228145031,0.9563137164021729,0.945155124760388,0.9570434199381569,0.9559398887760232
237,EWC_Replay,0.9116659080502513,0.9299028515614097,0.9140949076619135,0.9266243106645583,0.9013375192632158
562,EWC_Replay,0.8926551823024623,0.9029486089459553,0.8985414675529669,0.9066084518693984,0.86315273972837
1332,EWC_Replay,0.8852805648891452,0.9033844273870811,0.8802081326992871,0.8727647852979564,0.8369830001276264
255,EWC_Replay,0.9089242630341701,0.9311305203167212,0.9176740857921751,0.9306869992772248,0.9132846183907662
100,iCaRL,0.7821252942338746,0.8122490776714572,0.8079428682391973,0.9066206461308186,0.8539767719953478
237,iCaRL,0.5821744555988253,0.7107163278193797,0.5935058176654816,0.780565069154189,0.7344572975388987
562,iCaRL,0.45029106121543094,0.6214122481128231,0.47487167585907086,0.4954786729222819,0.32576399790685506
1332,iCaRL,0.4564747911176482,0.49399379535160165,0.46967608064246724,0.3723448998448999,0.29632522239665093
255,iCaRL,0.4602967343093394,0.766092157863498,0.6510878279774787,0.8117286263449465,0.7081588834364154
100,LUCIR,0.7600237726730429,0.7423710543170958,0.7574262560065302,0.7999612033966302,0.7694556734074648
237,LUCIR,0.5503730783872314,0.6012302215752017,0.6854739797585884,0.6910572107896301,0.6633872604372383
562,LUCIR,0.6044788703921831,0.5204568682100748,0.571733811687372,0.6074463610321638,0.489761138373478
1332,LUCIR,0.5939550949800839,0.6186206636427778,0.6258975449366869,0.4788284214489434,0.42923847361706713
255,LUCIR,0.6966813583952018,0.7859867202768575,0.7073145279436744,0.6969542052757445,0.7833917957646397
100,VAE_BBox,0.982941214374651,0.9931444635336718,0.9954468015288448,0.9952313860657515,0.9935118370335089
237,VAE_BBox,0.982941214374651,0.9931444635336718,0.9954468015288448,0.9952313860657515,0.9935118370335089
562,VAE_BBox,0.982941214374651,0.9931444635336718,0.9954468015288448,0.9952313860657515,0.9935118370335089
1332,VAE_BBox,0.982941214374651,0.9931444635336718,0.9954468015288448,0.9952313860657515,0.9935118370335089
255,VAE_BBox,0.982941214374651,0.9931444635336718,0.9954468015288448,0.9952313860657515,0.9935118370335089
100,VAE_Filter,0.985292669902577,0.9933709286805262,0.9956276596911272,0.9949853927516465,0.9926388822735572
237,VAE_Filter,0.985292669902577,0.9933709286805262,0.9956276596911272,0.9949853927516465,0.9926388822735572
562,VAE_Filter,0.985292669902577,0.9933709286805262,0.9956276596911272,0.9949853927516465,0.9926388822735572
1332,VAE_Filter,0.985292669902577,0.9933709286805262,0.9956276596911272,0.9949853927516465,0.9926388822735572
255,VAE_Filter,0.985292669902577,0.9933709286805262,0.9956276596911272,0.9949853927516465,0.9926388822735572
100,VAE_GMM,0.9944268552906323,0.998499752431641,0.9949096756914095,0.9943352644142117,0.9926046545473789
237,VAE_GMM,0.9944268552906323,0.998499752431641,0.9949096756914095,0.9943352644142117,0.9926046545473789
562,VAE_GMM,0.9944268552906323,0.998499752431641,0.9949096756914095,0.9943352644142117,0.9926046545473789
1332,VAE_GMM,0.9944268552906323,0.998499752431641,0.9949096756914095,0.9943352644142117,0.9926046545473789
255,VAE_GMM,0.9944268552906323,0.998499752431641,0.9949096756914095,0.9943352644142117,0.9926046545473789
