Exemplar_Size,Method,Task 2,Task 3,Task 4,Task 5,Task 6
100,Random,0.2558385242384207,0.18091790780410025,0.14233458788626335,0.11051196776272304,0.09922420476292887
237,Random,0.27187505936892886,0.22499863326355415,0.17099163002790838,0.13157246153788468,0.1043867010835104
562,Random,0.28307756840241155,0.2103496717965873,0.1622746280705828,0.14028125489860224,0.11211161210730144
1332,Random,0.29718411795033045,0.22328702080195084,0.1657368385117498,0.13828572630886463,0.12795823890303587
255,Random,0.2786926879932681,0.19958864971120435,0.16369556787547135,0.11210214618205726,0.10175454866099091
100,EWC_Replay,0.23087439816992258,0.1840959975877543,0.14615855305584421,0.09577970722566431,0.07177846100594708
237,EWC_Replay,0.3092885293016563,0.22385443959548762,0.15943172500251795,0.13094870044723952,0.12061515067591537
562,EWC_Replay,0.29690223839244495,0.21539785756322719,0.1686591017007631,0.1361198985583699,0.11914589624148061
1332,EWC_Replay,0.2764846372125141,0.22424051499657338,0.18411844482327824,0.14654249383691229,0.13187734334733722
255,EWC_Replay,0.2508891342493463,0.19509561662382216,0.1390435364956087,0.11404151337632155,0.1137769714989155
100,iCaRL,0.3055951708384283,0.22800059482778795,0.17828790327060842,0.13788541980296784,0.10270297369838866
237,iCaRL,0.2849771397381771,0.2172488510483756,0.1787951009904847,0.12082804824683684,0.10684425646160561
562,iCaRL,0.2645149387675996,0.15606419968758373,0.1505496574603967,0.1138212915642125,0.1223526850137846
1332,iCaRL,0.2671253040497323,0.20167582931895536,0.14386271861116792,0.12886945235486286,0.10737340751064459
255,iCaRL,0.33195647145837615,0.23041265102273717,0.18781402364105942,0.1469249429318335,0.1246622033937512
100,LUCIR,0.34335810750136314,0.2252865339528421,0.19812107195086698,0.1522301783601326,0.14293070046928819
237,LUCIR,0.3810031349808466,0.2738281615405452,0.18667864068763018,0.17795708235817645,0.1405329303577677
562,LUCIR,0.35326901496897484,0.24222706393111043,0.18722291025837376,0.16036916898831513,0.1575034423944261
1332,LUCIR,0.3204566150605991,0.2537138629485961,0.22446352153896051,0.18283388428322744,0.16069332860109795
255,LUCIR,0.3568276476678853,0.234083542266481,0.17969641335282074,0.15227486952392472,0.13610091028808508
100,VAE_BBox,0.6013625384865032,0.3850397252694774,0.26821890585256936,0.1942162574089501,0.1636315323911798
237,VAE_BBox,0.6013625384865032,0.3850397252694774,0.26821890585256936,0.1942162574089501,0.1636315323911798
562,VAE_BBox,0.6013625384865032,0.3850397252694774,0.26821890585256936,0.1942162574089501,0.1636315323911798
1332,VAE_BBox,0.6013625384865032,0.3850397252694774,0.26821890585256936,0.1942162574089501,0.1636315323911798
255,VAE_BBox,0.6013625384865032,0.3850397252694774,0.26821890585256936,0.1942162574089501,0.1636315323911798
100,VAE_Filter,0.5965805239165797,0.40377104898797245,0.27272621989391277,0.2037391687080343,0.17377411497039683
237,VAE_Filter,0.5965805239165797,0.40377104898797245,0.27272621989391277,0.2037391687080343,0.17377411497039683
562,VAE_Filter,0.5965805239165797,0.40377104898797245,0.27272621989391277,0.2037391687080343,0.17377411497039683
1332,VAE_Filter,0.5965805239165797,0.40377104898797245,0.27272621989391277,0.2037391687080343,0.17377411497039683
255,VAE_Filter,0.5965805239165797,0.40377104898797245,0.27272621989391277,0.2037391687080343,0.17377411497039683
100,VAE_GMM,0.7606410463289208,0.5824048842310128,0.4620934692640514,0.37588782973845203,0.30026309925542144
237,VAE_GMM,0.7606410463289208,0.5824048842310128,0.4620934692640514,0.37588782973845203,0.30026309925542144
562,VAE_GMM,0.7606410463289208,0.5824048842310128,0.4620934692640514,0.37588782973845203,0.30026309925542144
1332,VAE_GMM,0.7606410463289208,0.5824048842310128,0.4620934692640514,0.37588782973845203,0.30026309925542144
255,VAE_GMM,0.7606410463289208,0.5824048842310128,0.4620934692640514,0.37588782973845203,0.30026309925542144
