Exemplar_Size,Method,Task 2,Task 3,Task 4
100,Random,0.5199920949741232,0.2764973095376302,0.23169447727832268
140,Random,0.5082381814236757,0.2695853822917027,0.23471772155266443
196,Random,0.5270625186896046,0.2825075391973721,0.22867254635911347
274,Random,0.5324623087235411,0.29385204492627526,0.2434927433961674
175,Random,0.536325262820128,0.28808717226007946,0.24949292245165813
100,EWC_Replay,0.5066412213607335,0.27981758602983553,0.2301751639899137
140,EWC_Replay,0.5198929620983537,0.2740020604399656,0.22888669925983354
196,EWC_Replay,0.5174491961244208,0.2895535474206395,0.23505993080180956
274,EWC_Replay,0.5485840232310065,0.3131178962384786,0.24414826174703252
175,EWC_Replay,0.5416377339195054,0.2848610277783564,0.2510221302451328
100,iCaRL,0.46414084467743,0.25048230696064966,0.18312693387320245
140,iCaRL,0.44071632828500606,0.24099823318933658,0.18739165770333452
196,iCaRL,0.472405245058005,0.26336371075005044,0.19404526472129627
274,iCaRL,0.4572393297386879,0.25657552502601855,0.20575567751599352
175,iCaRL,0.4733207691461863,0.23840209841919924,0.19768909252227945
100,LUCIR,0.5801803712753648,0.3179432330784921,0.2730681981823333
140,LUCIR,0.5419005412895015,0.31444929650575415,0.2632624543862471
196,LUCIR,0.5743947133452909,0.32784439121444786,0.2834404161182036
274,LUCIR,0.5745559762036013,0.33456818710266634,0.2831935349143426
175,LUCIR,0.552984348184605,0.3202172255313794,0.2887214213289717
100,VAE_BBox,0.7354003769953705,0.4796557524084395,0.3156823471134269
140,VAE_BBox,0.7354003769953705,0.4796557524084395,0.3156823471134269
196,VAE_BBox,0.7354003769953705,0.4796557524084395,0.3156823471134269
274,VAE_BBox,0.7354003769953705,0.4796557524084395,0.3156823471134269
175,VAE_BBox,0.7354003769953705,0.4796557524084395,0.3156823471134269
100,VAE_Filter,0.7695678522828716,0.5340367271025603,0.3447174428342119
140,VAE_Filter,0.7695678522828716,0.5340367271025603,0.3447174428342119
196,VAE_Filter,0.7695678522828716,0.5340367271025603,0.3447174428342119
274,VAE_Filter,0.7695678522828716,0.5340367271025603,0.3447174428342119
175,VAE_Filter,0.7695678522828716,0.5340367271025603,0.3447174428342119
100,VAE_GMM,0.8216736788136018,0.5887431732808215,0.4018259690428259
140,VAE_GMM,0.8216736788136018,0.5887431732808215,0.4018259690428259
196,VAE_GMM,0.8216736788136018,0.5887431732808215,0.4018259690428259
274,VAE_GMM,0.8216736788136018,0.5887431732808215,0.4018259690428259
175,VAE_GMM,0.8216736788136018,0.5887431732808215,0.4018259690428259
