Exemplar_Size,Method,Task 1,Task 2,Task 3,Task 4
100,Random,0.8707215846092028,0.4733986454441368,0.30946279399445753,0.22715053763440857
235,Random,0.8670181303862123,0.4908098012021246,0.33346514457358456,0.2497311827956989
554,Random,0.8655951659420781,0.5207795727103574,0.33810993409175205,0.25161290322580643
1303,Random,0.8674088355972368,0.5076752280427526,0.34325165557380877,0.26254480286738346
175,Random,0.8685436833089983,0.48487737498598976,0.32258141868577506,0.250089605734767
100,EWC_Replay,0.8700708039708633,0.48401234863128945,0.30388688726180385,0.2232974910394265
235,EWC_Replay,0.8689778914436992,0.5031920111577349,0.3181823812361623,0.2473118279569892
554,EWC_Replay,0.8673925391104503,0.520022443125275,0.3393213632878338,0.26200716845878136
1303,EWC_Replay,0.8644443434022282,0.5065050183244109,0.33021484811641144,0.2550179211469534
175,EWC_Replay,0.8646068785574259,0.49216589814569117,0.31992955623853897,0.24928315412186378
100,iCaRL,0.8774339577084972,0.3168291681474715,0.21590438789924657,0.20259856630824366
235,iCaRL,0.8853542414393508,0.2819975428607932,0.19696875234478278,0.19453405017921144
554,iCaRL,0.8826544395448679,0.2136978004583656,0.1650852173534622,0.14068100358422933
1303,iCaRL,0.8823500362074843,0.24613972032622916,0.19980984086205714,0.1275985663082437
175,iCaRL,0.8838778747043533,0.2879217490630403,0.2024929465948792,0.18960573476702508
100,LUCIR,0.8967053512399183,0.40872619121563203,0.3271110883392213,0.2176523297491039
235,LUCIR,0.888331716964144,0.4525678329636723,0.34920618203815473,0.22625448028673834
554,LUCIR,0.8911199111689466,0.4377349162969434,0.3465781569764709,0.2577060931899641
1303,LUCIR,0.88153103401931,0.4090105241405808,0.3286225666893882,0.21935483870967737
175,LUCIR,0.8938359405167492,0.38799227968637356,0.32018224722410543,0.23745519713261648
100,VAE_BBox,0.8661917488385361,0.7180989027344752,0.47483068761321884,0.3360752688172043
235,VAE_BBox,0.8661917488385361,0.7180989027344752,0.47483068761321884,0.3360752688172043
554,VAE_BBox,0.8661917488385361,0.7180989027344752,0.47483068761321884,0.3360752688172043
1303,VAE_BBox,0.8661917488385361,0.7180989027344752,0.47483068761321884,0.3360752688172043
175,VAE_BBox,0.8661917488385361,0.7180989027344752,0.47483068761321884,0.3360752688172043
100,VAE_Filter,0.867311262573925,0.717114239190748,0.48029099397980846,0.3338351254480286
235,VAE_Filter,0.867311262573925,0.717114239190748,0.48029099397980846,0.3338351254480286
554,VAE_Filter,0.867311262573925,0.717114239190748,0.48029099397980846,0.3338351254480286
1303,VAE_Filter,0.867311262573925,0.717114239190748,0.48029099397980846,0.3338351254480286
175,VAE_Filter,0.867311262573925,0.717114239190748,0.48029099397980846,0.3338351254480286
100,VAE_GMM,0.8653516417999472,0.7978364360002712,0.618643004326325,0.47994623655913976
235,VAE_GMM,0.8653516417999472,0.7978364360002712,0.618643004326325,0.47994623655913976
554,VAE_GMM,0.8653516417999472,0.7978364360002712,0.618643004326325,0.47994623655913976
1303,VAE_GMM,0.8653516417999472,0.7978364360002712,0.618643004326325,0.47994623655913976
175,VAE_GMM,0.8653516417999472,0.7978364360002712,0.618643004326325,0.47994623655913976
