Exemplar_Size,Method,Task 2,Task 3
100,Random,0.13153279006229687,0.11390896291048883
394,Random,0.20333442926493264,0.15717639851700646
1550,Random,0.2240021202166322,0.18403168580644966
6100,Random,0.2380751726742541,0.1977077715359843
135,Random,0.1315855931829985,0.12417188247352673
100,EWC_Replay,0.1396940089215396,0.1231130385927004
394,EWC_Replay,0.21476389373815694,0.16646222462884078
1550,EWC_Replay,0.2307638897592253,0.19106382542038702
6100,EWC_Replay,0.24106806710751869,0.20210321406078693
135,EWC_Replay,0.14701674650146476,0.13115922443624578
100,iCaRL,0.1746336196264058,0.15362279504719867
394,iCaRL,0.22001467208911799,0.15594435382079266
1550,iCaRL,0.24770932826932068,0.16663891925128038
6100,iCaRL,0.24876063668142573,0.166129768633999
135,iCaRL,0.17338624986702506,0.14417856672846632
100,LUCIR,0.205246730076816,0.1548859838919404
394,LUCIR,0.20500612629566228,0.1780579558081534
1550,LUCIR,0.2578859474453023,0.1993520094343574
6100,LUCIR,0.25740110031526175,0.2064345176054096
135,LUCIR,0.21493450379898135,0.14827158029798387
100,VAE_BBox,0.6552075796425003,0.38344926451356476
394,VAE_BBox,0.6552075796425003,0.38344926451356476
1550,VAE_BBox,0.6552075796425003,0.38344926451356476
6100,VAE_BBox,0.6552075796425003,0.38344926451356476
135,VAE_BBox,0.6552075796425003,0.38344926451356476
100,VAE_Filter,0.6474531075986237,0.38592665396894515
394,VAE_Filter,0.6474531075986237,0.38592665396894515
1550,VAE_Filter,0.6474531075986237,0.38592665396894515
6100,VAE_Filter,0.6474531075986237,0.38592665396894515
135,VAE_Filter,0.6474531075986237,0.38592665396894515
100,VAE_GMM,0.818384073306186,0.5674657489691661
394,VAE_GMM,0.818384073306186,0.5674657489691661
1550,VAE_GMM,0.818384073306186,0.5674657489691661
6100,VAE_GMM,0.818384073306186,0.5674657489691661
135,VAE_GMM,0.818384073306186,0.5674657489691661
