Exemplar_Size,Method,Task 2,Task 3
100,Random,0.9468126283648901,0.9415054811431396
240,Random,0.9282108803467356,0.919784812520879
575,Random,0.8967223198551955,0.8853193692495476
1378,Random,0.8879556191773347,0.8457102685340612
135,Random,0.9451971685551787,0.9368774255957066
100,EWC_Replay,0.9395662125668219,0.9392911355396831
240,EWC_Replay,0.9236654884815799,0.9240335309717965
575,EWC_Replay,0.9012872897909,0.8890463876967679
1378,EWC_Replay,0.8994249366774894,0.847867441430207
135,EWC_Replay,0.942542130121579,0.9339523225578703
100,iCaRL,0.4206539072655123,0.2842374647132485
240,iCaRL,0.234414483019674,0.1795512795825562
575,iCaRL,0.1936654733082863,0.17506166388756808
1378,iCaRL,0.2234286394822332,0.18676898593768013
135,iCaRL,0.32062551176985227,0.17127895081821728
100,LUCIR,0.516049902840553,0.6599408898675858
240,LUCIR,0.5149594892443112,0.6894959359353582
575,LUCIR,0.5049982255665036,0.6560606601251936
1378,LUCIR,0.5422781196430234,0.4925464414542839
135,LUCIR,0.541044424571147,0.6609326007419901
100,VAE_BBox,0.957505070441833,0.9498322853787825
240,VAE_BBox,0.957505070441833,0.9498322853787825
575,VAE_BBox,0.957505070441833,0.9498322853787825
1378,VAE_BBox,0.957505070441833,0.9498322853787825
135,VAE_BBox,0.957505070441833,0.9498322853787825
100,VAE_Filter,0.9583265882841565,0.9487493766216019
240,VAE_Filter,0.9583265882841565,0.9487493766216019
575,VAE_Filter,0.9583265882841565,0.9487493766216019
1378,VAE_Filter,0.9583265882841565,0.9487493766216019
135,VAE_Filter,0.9583265882841565,0.9487493766216019
100,VAE_GMM,0.95847189182965,0.9496195755456609
240,VAE_GMM,0.95847189182965,0.9496195755456609
575,VAE_GMM,0.95847189182965,0.9496195755456609
1378,VAE_GMM,0.95847189182965,0.9496195755456609
135,VAE_GMM,0.95847189182965,0.9496195755456609
