Exemplar_Size,Method,Task 2,Task 3
100,Random,0.216817274195614,0.09248893023000872
240,Random,0.25365015394383345,0.11502693909457647
575,Random,0.2787003310969503,0.1514804944011563
1378,Random,0.26556085009016667,0.16846252927940608
135,Random,0.20982895139424454,0.08253797456613922
100,EWC_Replay,0.20657480975400866,0.08305530222158468
240,EWC_Replay,0.283251416550085,0.12642312027208133
575,EWC_Replay,0.21482354666443854,0.16643774493924715
1378,EWC_Replay,0.27539303216690464,0.13475476894506516
135,EWC_Replay,0.20910661979752648,0.12908570139048106
100,iCaRL,0.33055769185482436,0.18132933330697484
240,iCaRL,0.3306302109036397,0.17782760785669804
575,iCaRL,0.2795195317795364,0.13941097283338524
1378,iCaRL,0.2604557314353857,0.1435706011967608
135,iCaRL,0.33197937833060914,0.15562061803423577
100,LUCIR,0.3586159001184689,0.19393260684852817
240,LUCIR,0.3679440746773956,0.19080871959820764
575,LUCIR,0.36339323227657144,0.19775704121132248
1378,LUCIR,0.34876684994687024,0.23940744620667503
135,LUCIR,0.36567633718170856,0.19439162094202794
100,VAE_BBox,0.6697562677546972,0.4427380351381626
240,VAE_BBox,0.6697562677546972,0.4427380351381626
575,VAE_BBox,0.6697562677546972,0.4427380351381626
1378,VAE_BBox,0.6697562677546972,0.4427380351381626
135,VAE_BBox,0.6697562677546972,0.4427380351381626
100,VAE_Filter,0.6776813408486794,0.44066227713704137
240,VAE_Filter,0.6776813408486794,0.44066227713704137
575,VAE_Filter,0.6776813408486794,0.44066227713704137
1378,VAE_Filter,0.6776813408486794,0.44066227713704137
135,VAE_Filter,0.6776813408486794,0.44066227713704137
100,VAE_GMM,0.7365035984648027,0.5350174774191597
240,VAE_GMM,0.7365035984648027,0.5350174774191597
575,VAE_GMM,0.7365035984648027,0.5350174774191597
1378,VAE_GMM,0.7365035984648027,0.5350174774191597
135,VAE_GMM,0.7365035984648027,0.5350174774191597
