Exemplar_Size,Method,Task 2,Task 3
100,Random,0.9887868972024171,0.9861803550916037
299,Random,0.9886283888188117,0.986024488034223
894,Random,0.9878495659122485,0.9817402857736397
2674,Random,0.9879149782210835,0.9795283607843838
135,Random,0.9889626068490697,0.9879360936319881
100,EWC_Replay,0.990037684104838,0.9864471756792326
299,EWC_Replay,0.9871273766639654,0.9849899959228483
894,EWC_Replay,0.9871713850384781,0.9817565123720933
2674,EWC_Replay,0.986979527993437,0.9805733948953628
135,EWC_Replay,0.9883117004431724,0.98577312362935
100,iCaRL,0.7653410351298635,0.9579343916452243
299,iCaRL,0.7731223422586425,0.928503585979722
894,iCaRL,0.8071369383067093,0.9425874792002873
2674,iCaRL,0.7220065912555942,0.960389712819705
135,iCaRL,0.8065438284580213,0.9630924882185181
100,LUCIR,0.9311156093674903,0.9869377088647723
299,LUCIR,0.9628847216722547,0.9871957313264409
894,LUCIR,0.9315505359219445,0.9698625566201048
2674,LUCIR,0.9402614443942423,0.9604352824454666
135,LUCIR,0.9612816013241112,0.9798301759500441
100,VAE_BBox,0.9931417067298496,0.9939050345271078
299,VAE_BBox,0.9931417067298496,0.9939050345271078
894,VAE_BBox,0.9931417067298496,0.9939050345271078
2674,VAE_BBox,0.9931417067298496,0.9939050345271078
135,VAE_BBox,0.9931417067298496,0.9939050345271078
100,VAE_Filter,0.9936985285500813,0.9936792463359166
299,VAE_Filter,0.9936985285500813,0.9936792463359166
894,VAE_Filter,0.9936985285500813,0.9936792463359166
2674,VAE_Filter,0.9936985285500813,0.9936792463359166
135,VAE_Filter,0.9936985285500813,0.9936792463359166
100,VAE_GMM,0.9938469587691059,0.9944390751139597
299,VAE_GMM,0.9938469587691059,0.9944390751139597
894,VAE_GMM,0.9938469587691059,0.9944390751139597
2674,VAE_GMM,0.9938469587691059,0.9944390751139597
135,VAE_GMM,0.9938469587691059,0.9944390751139597
