dataset,scenario,person,method,vae_sampling,filter,iteration,exemplar_size,each_exemplar_time,whole_exemplar_time,each_task_time,whole_task_time
hhar,1111,1, ce_ewc_random,none, none,0,100,2.9107528484116,14.553764242058,0.0825757610797882,0.412878805398941
hhar,1111,1, ce_ewc_random,none, none,0,393,3.098605033308268,15.493025166541338,0.1034214795132478,0.517107397566239
hhar,1111,1, ce_ewc_random,none, none,0,1547,3.641604941594932,18.20802470797466,0.1713484124673737,0.8567420623368687
hhar,1111,1, ce_ewc_random,none, none,0,6085,4.419559982220332,22.09779991110166,0.2279344226668278,1.1396721133341392
hhar,1111,1, ce_ewc_random,none, none,0,215,3.3457572233180204,16.728786116590104,0.0943223677327235,0.4716118386636178
hhar,1111,1, ce_ewc_random,none, none,1,100,3.0586464764922856,15.29323238246143,0.0811117776483297,0.4055588882416486
hhar,1111,1, ce_ewc_random,none, none,1,393,3.298336094332238,16.49168047166119,0.1019702237968643,0.5098511189843218
hhar,1111,1, ce_ewc_random,none, none,1,1547,3.854774816061058,19.273874080305298,0.170949140050345,0.854745700251725
hhar,1111,1, ce_ewc_random,none, none,1,6085,4.673329025804995,23.36664512902498,0.2295096624704698,1.147548312352349
hhar,1111,1, ce_ewc_random,none, none,1,215,3.306078388790289,16.530391943951447,0.0890280720343192,0.4451403601715962
hhar,1111,1, ce_ewc_random,none, none,2,100,3.0186748226980367,15.093374113490183,0.0808065173526605,0.4040325867633025
hhar,1111,1, ce_ewc_random,none, none,2,393,3.223679120528202,16.118395602641005,0.1030710005387664,0.5153550026938319
hhar,1111,1, ce_ewc_random,none, none,2,1547,3.696966905850504,18.48483452925252,0.1758470530394051,0.8792352651970254
hhar,1111,1, ce_ewc_random,none, none,2,6085,4.565699933848034,22.828499669240166,0.2322610957237581,1.1613054786187906
hhar,1111,1, ce_ewc_random,none, none,2,215,3.3713548645128806,16.8567743225644,0.092838240712881,0.4641912035644054
hhar,1111,1, ce_ewc_random,none, none,3,100,2.933896494135261,14.669482470676304,0.0966989307353893,0.4834946536769469
hhar,1111,1, ce_ewc_random,none, none,3,393,3.087744523013632,15.438722615068157,0.1220053708429138,0.6100268542145689
hhar,1111,1, ce_ewc_random,none, none,3,1547,3.6545030060493287,18.27251503024664,0.1900760908010934,0.9503804540054666
hhar,1111,1, ce_ewc_random,none, none,3,6085,4.532754595782606,22.66377297891304,0.2452640220460793,1.2263201102303962
hhar,1111,1, ce_ewc_random,none, none,3,215,3.357079714636008,16.78539857318004,0.0957728646198908,0.4788643230994542
hhar,1111,1, ce_ewc_random,none, none,4,100,2.968000184123715,14.840000920618571,0.0836434200654427,0.4182171003272136
hhar,1111,1, ce_ewc_random,none, none,4,393,3.15458239329358,15.772911966467897,0.1040224238981803,0.5201121194909016
hhar,1111,1, ce_ewc_random,none, none,4,1547,3.698396269935701,18.491981349678504,0.1706796027306052,0.8533980136530267
hhar,1111,1, ce_ewc_random,none, none,4,6085,4.5320175137681264,22.66008756884064,0.2298408243743081,1.149204121871541
hhar,1111,1, ce_ewc_random,none, none,4,215,3.329121919969717,16.645609599848587,0.0898787359893322,0.449393679946661
hhar,1111,1, ce_random,none, none,0,100,1.7659019469221429,8.829509734610717,0.0893713425348202,0.4468567126741012
hhar,1111,1, ce_random,none, none,0,393,1.906262679708501,9.531313398542505,0.1075651276111603,0.5378256380558014
hhar,1111,1, ce_random,none, none,0,1547,2.169719930663705,10.848599653318525,0.1723623368889093,0.8618116844445467
hhar,1111,1, ce_random,none, none,0,6085,2.597740476603309,12.988702383016546,0.230246336851269,1.151231684256345
hhar,1111,1, ce_random,none, none,0,215,1.9263150085508824,9.631575042754411,0.0894576494892438,0.4472882474462191
hhar,1111,1, ce_random,none, none,1,100,1.8079741238057607,9.039870619028807,0.0990331915020942,0.4951659575104713
hhar,1111,1, ce_random,none, none,1,393,1.9260147461046773,9.630073730523389,0.1109875218942761,0.5549376094713807
hhar,1111,1, ce_random,none, none,1,1547,2.204922493067053,11.024612465335265,0.1784143073691262,0.8920715368456311
hhar,1111,1, ce_random,none, none,1,6085,2.6472005786933,13.236002893466502,0.2354466470703483,1.1772332353517414
hhar,1111,1, ce_random,none, none,1,215,2.018904491787156,10.094522458935778,0.0909745476394891,0.4548727381974459
hhar,1111,1, ce_random,none, none,2,100,1.7931558897346251,8.965779448673128,0.0868550792088111,0.4342753960440556
hhar,1111,1, ce_random,none, none,2,393,1.909426012250284,9.54713006125142,0.1060919842993219,0.5304599214966098
hhar,1111,1, ce_random,none, none,2,1547,2.1789792709052564,10.89489635452628,0.1746547726872895,0.8732738634364472
hhar,1111,1, ce_random,none, none,2,6085,2.616953997680296,13.084769988401485,0.2323241382092236,1.1616206910461186
hhar,1111,1, ce_random,none, none,2,215,2.001933283681671,10.009666418408354,0.0899183423568805,0.4495917117844025
hhar,1111,1, ce_random,none, none,3,100,1.7722388023883109,8.861194011941553,0.0850022839506467,0.4250114197532336
hhar,1111,1, ce_random,none, none,3,393,1.8815168371175728,9.407584185587863,0.10382912500451,0.5191456250225505
hhar,1111,1, ce_random,none, none,3,1547,2.187094011157752,10.935470055788755,0.1717122598903046,0.8585612994515234
hhar,1111,1, ce_random,none, none,3,6085,2.628916751307747,13.14458375653873,0.2381678409688174,1.1908392048440877
