Exemplar_Size,Method,Task 2,Task 3
100,Random,0.4781519960399413,0.25930080062317534
195,Random,0.5214705882460058,0.2849443260879398
379,Random,0.5588439183566721,0.3015183799380248
737,Random,0.5718878268642613,0.3054770002326782
135,Random,0.515040755373327,0.2671489200634092
100,EWC_Replay,0.4671975256689668,0.2669172574506207
195,EWC_Replay,0.5513155490410825,0.2910804089966603
379,EWC_Replay,0.5460072114477376,0.2891442466711751
737,EWC_Replay,0.570953444091342,0.3143874767567605
135,EWC_Replay,0.49286722846031383,0.27242989994771805
100,iCaRL,0.46361821300616557,0.23743083589436983
195,iCaRL,0.5489842139773835,0.23616758565460583
379,iCaRL,0.5727157531932119,0.22314838091363312
737,iCaRL,0.5621023129782456,0.24178407279604344
135,iCaRL,0.4957531570100908,0.22278132800560363
100,LUCIR,0.6221234664560209,0.28739641230656904
195,LUCIR,0.6211412790793106,0.3140622382784609
379,LUCIR,0.6522912580691005,0.3059206561618388
737,LUCIR,0.6668459554360505,0.3453546136607094
135,LUCIR,0.5964935536681222,0.30567526899427977
100,VAE_BBox,0.5905491491007148,0.44740986615062484
195,VAE_BBox,0.5905491491007148,0.44740986615062484
379,VAE_BBox,0.5905491491007148,0.44740986615062484
737,VAE_BBox,0.5905491491007148,0.44740986615062484
135,VAE_BBox,0.5905491491007148,0.44740986615062484
100,VAE_Filter,0.580172105985439,0.4504811449122714
195,VAE_Filter,0.580172105985439,0.4504811449122714
379,VAE_Filter,0.580172105985439,0.4504811449122714
737,VAE_Filter,0.580172105985439,0.4504811449122714
135,VAE_Filter,0.580172105985439,0.4504811449122714
100,VAE_GMM,0.6285943650612673,0.5527932670287558
195,VAE_GMM,0.6285943650612673,0.5527932670287558
379,VAE_GMM,0.6285943650612673,0.5527932670287558
737,VAE_GMM,0.6285943650612673,0.5527932670287558
135,VAE_GMM,0.6285943650612673,0.5527932670287558
