Exemplar_Size,Method,Task 2,Task 3
100,Random,0.9948881819934452,0.9926666666666667
142,Random,0.9834113774464652,0.9929629629629629
201,Random,0.9897188341223428,0.9771851851851852
285,Random,0.9922526758491671,0.9944444444444446
135,Random,0.9854790109176075,0.995925925925926
100,EWC_Replay,0.9947113153253504,0.9948888888888889
142,EWC_Replay,0.9874906925433241,0.9926666666666667
201,EWC_Replay,0.9912641218430692,0.9777037037037037
285,EWC_Replay,0.9897570493184529,0.9882222222222222
135,EWC_Replay,0.9785402894701141,0.9897037037037038
100,iCaRL,0.3902867853394169,0.6427886710239651
142,iCaRL,0.34874628165856236,0.4916165577342048
201,iCaRL,0.28859341373376457,0.46753376906318084
285,iCaRL,0.3324481788516876,0.3984705882352941
135,iCaRL,0.2969274968046898,0.5140305010893246
100,LUCIR,0.8429550728673535,0.7230849673202614
142,LUCIR,0.7735396111361025,0.753838779956427
201,LUCIR,0.8644327342572957,0.7019259259259258
285,LUCIR,0.8498143721126178,0.7275642701525055
135,LUCIR,0.746171268627409,0.7957124183006535
100,VAE_BBox,0.997466165413534,1.0
142,VAE_BBox,0.997466165413534,1.0
201,VAE_BBox,0.997466165413534,1.0
285,VAE_BBox,0.997466165413534,1.0
135,VAE_BBox,0.997466165413534,1.0
100,VAE_Filter,0.996812030075188,0.9985185185185185
142,VAE_Filter,0.996812030075188,0.9985185185185185
201,VAE_Filter,0.996812030075188,0.9985185185185185
285,VAE_Filter,0.996812030075188,0.9985185185185185
135,VAE_Filter,0.996812030075188,0.9985185185185185
100,VAE_GMM,0.9970025062656642,1.0
142,VAE_GMM,0.9970025062656642,1.0
201,VAE_GMM,0.9970025062656642,1.0
285,VAE_GMM,0.9970025062656642,1.0
135,VAE_GMM,0.9970025062656642,1.0
