Exemplar_Size,Method,Task 2,Task 3
100,Random,0.5297777327096441,0.3353286850734033
142,Random,0.5641977130385663,0.34662051009762274
201,Random,0.5590737929901178,0.3669929763767792
285,Random,0.5808793896759442,0.3834245519412773
135,Random,0.5457434909740078,0.3484538015127804
100,EWC_Replay,0.5307906131950431,0.355103374878903
142,EWC_Replay,0.5604039429092751,0.3334710811163275
201,EWC_Replay,0.543159096921197,0.3539547935762724
285,EWC_Replay,0.5521759640701396,0.37269997298606455
135,EWC_Replay,0.5247765370390473,0.35153895595797
100,iCaRL,0.5313636102569654,0.20585266226991578
142,iCaRL,0.5770503873465317,0.22330489883746923
201,iCaRL,0.5767645436259055,0.22952713968999175
285,iCaRL,0.5375334871430031,0.21123390807809816
135,iCaRL,0.5427646975038278,0.22250181645428121
100,LUCIR,0.6412313378761286,0.4039270577166703
142,LUCIR,0.687936407946252,0.42099511420374097
201,LUCIR,0.6928595871581926,0.43437763152992026
285,LUCIR,0.672073577610083,0.42047164934048736
135,LUCIR,0.6592128456189161,0.394560930397198
100,VAE_BBox,0.7534069124151159,0.6108877570981444
142,VAE_BBox,0.7534069124151159,0.6108877570981444
201,VAE_BBox,0.7534069124151159,0.6108877570981444
285,VAE_BBox,0.7534069124151159,0.6108877570981444
135,VAE_BBox,0.7534069124151159,0.6108877570981444
100,VAE_Filter,0.7403336660440843,0.5889169042029958
142,VAE_Filter,0.7403336660440843,0.5889169042029958
201,VAE_Filter,0.7403336660440843,0.5889169042029958
285,VAE_Filter,0.7403336660440843,0.5889169042029958
135,VAE_Filter,0.7403336660440843,0.5889169042029958
100,VAE_GMM,0.7987978795091183,0.6454827809449288
142,VAE_GMM,0.7987978795091183,0.6454827809449288
201,VAE_GMM,0.7987978795091183,0.6454827809449288
285,VAE_GMM,0.7987978795091183,0.6454827809449288
135,VAE_GMM,0.7987978795091183,0.6454827809449288
